id,project_slug,project_name,role,current_filename,current_url,recommended_filename,required_size,required_format,status,notes
DUAN-101,website-ceranova,Website Ceranova,Màn hình website,Giao-dien-trang-phong-trung-bay-Website-Bao-Vy-Pottery.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-phong-trung-bay-Website-Bao-Vy-Pottery.jpg,public/images/projects/website-ceranova/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Ceranova, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-102,website-ceranova,Website Ceranova,Màn hình website,Giao-dien-trang-san-pham-chi-tiet-Website-Bao-Vy-Pottery.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-san-pham-chi-tiet-Website-Bao-Vy-Pottery.jpg,public/images/projects/website-ceranova/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Ceranova, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-103,website-rovena-travel,Website Rovena Travel,Ảnh bìa dự án,Giao-dien-trang-chu-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-chu-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-104,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-dich-vu-xe-dua-don-san-bay-noi-bai-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-dich-vu-xe-dua-don-san-bay-noi-bai-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-105,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-dich-vu-xe-dua-don-di-tinh-duong-dai-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-dich-vu-xe-dua-don-di-tinh-duong-dai-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-106,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-cam-nang-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-cam-nang-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-107,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-dich-vu-dua-don-duong-dai-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-dich-vu-dua-don-duong-dai-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-108,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-xe-sendan-5-cho-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-xe-sendan-5-cho-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-109,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-xe-16-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-xe-16-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/07-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-110,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-xe-7-cho-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-xe-7-cho-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/08-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-111,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-tour-chi-tiet-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-tour-chi-tiet-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/09-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-112,website-rovena-travel,Website Rovena Travel,Màn hình website,Giao-dien-trang-tour-cua-Website-Bontravel.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-tour-cua-Website-Bontravel.jpg,public/images/projects/website-rovena-travel/10-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Rovena Travel, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-113,website-zenovia-retail,Website Zenovia Retail,Ảnh bìa dự án,Giao-dien-trang-he-thong-dai-li-chinh-hang-cua-Website-Zappa.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-he-thong-dai-li-chinh-hang-cua-Website-Zappa.jpg,public/images/projects/website-zenovia-retail/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Zenovia Retail, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-114,website-zenovia-retail,Website Zenovia Retail,Màn hình website,Giao-dien-trang-chu-cua-Website-Zappa.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-chu-cua-Website-Zappa.jpg,public/images/projects/website-zenovia-retail/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Zenovia Retail, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-115,website-zenovia-retail,Website Zenovia Retail,Màn hình website,Giao-dien-trang-san-pham-cua-Website-Zappa.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-san-pham-cua-Website-Zappa.jpg,public/images/projects/website-zenovia-retail/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Zenovia Retail, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-116,website-zenovia-retail,Website Zenovia Retail,Màn hình website,Giao-dien-trang-tin-tuc-cua-Website-Zappa.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-tin-tuc-cua-Website-Zappa.jpg,public/images/projects/website-zenovia-retail/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Zenovia Retail, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-117,website-veloura-nails,Website Veloura Nails,Ảnh bìa dự án,Giao-dien-trang-Home-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-Home-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/01-anh-bia-du-an.webp,1920 × 1080 px (16:9),WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Giữ nội dung chính trong vùng an toàn trung tâm để còn cắt 4:3. Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-118,website-veloura-nails,Website Veloura Nails,Màn hình website,Giao-dien-trang-trends-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-trends-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/02-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-119,website-veloura-nails,Website Veloura Nails,Màn hình website,Giao-dien-trang-treatments-vprices-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-treatments-vprices-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/03-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-120,website-veloura-nails,Website Veloura Nails,Màn hình website,Giao-dien-trang-about-us-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-about-us-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/04-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-121,website-veloura-nails,Website Veloura Nails,Màn hình website,Giao-dien-trang-booking-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-booking-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/05-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-122,website-veloura-nails,Website Veloura Nails,Màn hình website,Giao-dien-trang-polishes-cua-Website-Destiny-Nail-Bar.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Giao-dien-trang-polishes-cua-Website-Destiny-Nail-Bar.jpg,public/images/projects/website-veloura-nails/06-man-hinh-website.webp,"Tối thiểu 1440 px chiều rộng, giữ chiều cao trang gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-123,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-trang-chu-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-trang-chu-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/07-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-124,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/08-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-125,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-Treatment-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-Treatment-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/09-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-126,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-About-Us-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-About-Us-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/10-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-127,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-chi-nhanh-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-chi-nhanh-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/11-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-128,website-veloura-nails,Website Veloura Nails,Màn hình mobile,Giao-dien-san-pham-Destiny-Nail-Bar-scaled.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/07/Giao-dien-san-pham-Destiny-Nail-Bar-scaled.jpg,public/images/projects/website-veloura-nails/12-man-hinh-mobile.webp,"Tối thiểu 1080 px chiều rộng, giữ tỷ lệ màn hình gốc",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã dựng lại giao diện Veloura Nails, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-129,gioi-thieu-nang-luc,Màn hình dự án ở hero Giới thiệu,Màn hình mobile 1,about-hero-image-2.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-2.jpg,public/images/projects/gioi-thieu-nang-luc/01-man-hinh-mobile-1.webp,"Tối thiểu 856 × 1852 px, tỷ lệ 428:926",WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,Màn hình mobile thương hiệu mới đã tạo đúng tỷ lệ 428:926 và tích hợp.
DUAN-130,gioi-thieu-nang-luc,Màn hình dự án ở hero Giới thiệu,Màn hình mobile 2,about-hero-image-3.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-3.jpg,public/images/projects/gioi-thieu-nang-luc/02-man-hinh-mobile-2.webp,"Tối thiểu 856 × 1852 px, tỷ lệ 428:926",WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,Màn hình mobile thương hiệu mới đã tạo đúng tỷ lệ 428:926 và tích hợp.
DUAN-131,gioi-thieu-nang-luc,Màn hình dự án ở hero Giới thiệu,Màn hình mobile 3,about-hero-image-1.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/about-hero-image-1.jpg,public/images/projects/gioi-thieu-nang-luc/03-man-hinh-mobile-3.webp,"Tối thiểu 856 × 1852 px, tỷ lệ 428:926",WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,Màn hình mobile thương hiệu mới đã tạo đúng tỷ lệ 428:926 và tích hợp.
DUAN-132,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,Thiet-ke-App-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Thiet-ke-App-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/01-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-133,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,Phat-trien-Phan-mem-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/04/Phat-trien-Phan-mem-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/02-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-134,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,Go-QuestX-Chatbot-thong-minh-HomeNest-Viet-Nam.png,https://image.homenest.com.vn/wp-content/uploads/2026/04/Go-QuestX-Chatbot-thong-minh-HomeNest-Viet-Nam.png,public/images/projects/showcase-tong-hop/03-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã thay bằng ảnh giới thiệu trợ lý AI Winterfrost. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-135,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,6.png,https://image.homenest.software/wp-content/uploads/2026/03/6.png,public/images/projects/showcase-tong-hop/04-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-136,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,2.png,https://image.homenest.software/wp-content/uploads/2026/03/2.png,public/images/projects/showcase-tong-hop/05-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-137,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,7.png,https://image.homenest.software/wp-content/uploads/2026/03/7.png,public/images/projects/showcase-tong-hop/06-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-138,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,4.png,https://image.homenest.software/wp-content/uploads/2026/03/4.png,public/images/projects/showcase-tong-hop/07-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-139,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,1.jpg,https://image.homenest.software/wp-content/uploads/2026/03/1.jpg,public/images/projects/showcase-tong-hop/08-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-140,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,5.png,https://image.homenest.software/wp-content/uploads/2026/03/5.png,public/images/projects/showcase-tong-hop/09-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-141,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,8.png,https://image.homenest.software/wp-content/uploads/2026/03/8.png,public/images/projects/showcase-tong-hop/10-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-142,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,3.png,https://image.homenest.software/wp-content/uploads/2026/03/3.png,public/images/projects/showcase-tong-hop/11-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-143,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,9.png,https://image.homenest.software/wp-content/uploads/2026/03/9.png,public/images/projects/showcase-tong-hop/12-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Đã chuyển về kho nội bộ và phủ nhận diện Winterfrost. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-144,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,Website-Level-Trip-Banner-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Website-Level-Trip-Banner-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/13-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-145,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,App-Lover_s-Lawn-Banner-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/App-Lover_s-Lawn-Banner-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/14-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-146,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,Website-Paint-More-Banner-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/Website-Paint-More-Banner-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/15-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_REBRAND_VA_TICH_HOP,"Cần xác nhận đây là dự án thật trước khi dùng lại. Đã dựng lại giao diện Winterfrost, che hoàn toàn nhận diện cũ và giữ nguyên kích thước ảnh gốc."
DUAN-147,showcase-tong-hop,Ảnh trình bày dự án tổng hợp,Ảnh collage / showcase,App-Vietplus-Banner-HomeNest-Viet-Nam.jpg,https://image.homenest.com.vn/wp-content/uploads/2026/05/App-Vietplus-Banner-HomeNest-Viet-Nam.jpg,public/images/projects/showcase-tong-hop/16-anh-collage-showcase.webp,"Tối thiểu 1600 × 1200 px (4:3), vùng an toàn giữa ảnh",WebP chất lượng 82–88,DA_TAO_VA_TICH_HOP,"Đã thay bằng ảnh dự án Nivora Connect, không còn nhận diện dự án cũ."
